tripid,loc_from,searches,searches_got_estimate,searches_for_quotes,searches_got_quotes,customer_not_cancelled,driver_not_cancelled,otp_entered,end_ride
1371,13,1,1,1,0,0,0,0,0
1372,27,1,1,1,0,0,0,0,0
1373,3,1,1,1,0,0,0,0,0
1374,35,1,1,1,0,0,0,0,0
1375,25,1,1,1,0,0,0,0,0
1376,31,1,1,1,0,0,0,0,0
1377,16,1,1,1,0,0,0,0,0
1378,10,1,1,1,0,0,0,0,0
1379,11,1,1,1,0,0,0,0,0
1380,1,1,1,1,0,0,0,0,0
1381,34,1,1,1,0,0,0,0,0
1382,22,1,1,1,0,0,0,0,0
1383,35,1,1,1,0,0,0,0,0
1384,28,1,1,1,0,0,0,0,0
1385,7,1,1,1,0,0,0,0,0
1386,25,1,1,1,0,0,0,0,0
1387,35,1,1,1,0,0,0,0,0
1388,20,1,1,1,0,0,0,0,0
1389,16,1,1,1,0,0,0,0,0
1390,25,1,1,1,0,0,0,0,0
1391,25,1,1,1,0,0,0,0,0
1392,19,1,1,1,0,0,0,0,0
1393,17,1,1,1,0,0,0,0,0
1394,18,1,1,1,0,0,0,0,0
1395,1,1,1,1,0,0,0,0,0
1396,2,1,1,1,0,0,0,0,0
1397,15,1,1,1,0,0,0,0,0
1398,29,1,1,1,0,0,0,0,0
1399,11,1,1,1,0,0,0,0,0
1400,4,1,1,1,0,0,0,0,0
1401,10,1,1,1,0,0,0,0,0
1402,4,1,1,1,0,0,0,0,0
1403,8,1,1,1,0,0,0,0,0
1404,21,1,1,1,0,0,0,0,0
1405,21,1,1,1,0,0,0,0,0
1406,3,1,1,1,0,0,0,0,0
1407,5,1,1,1,0,0,0,0,0
1408,3,1,1,1,0,0,0,0,0
1409,23,1,1,1,0,0,0,0,0
1410,20,1,1,1,0,0,0,0,0
1411,7,1,1,1,0,0,0,0,0
1412,1,1,1,1,0,0,0,0,0
1413,27,1,1,1,0,0,0,0,0
1414,37,1,1,1,0,0,0,0,0
1415,10,1,1,1,0,0,0,0,0
1416,12,1,1,1,0,0,0,0,0
1417,7,1,1,1,0,0,0,0,0
1418,16,1,1,1,0,0,0,0,0
1419,35,1,1,1,0,0,0,0,0
1420,4,1,1,1,0,0,0,0,0
1421,29,1,1,1,0,0,0,0,0
1422,29,1,1,1,0,0,0,0,0
1423,24,1,1,1,0,0,0,0,0
1424,3,1,1,1,0,0,0,0,0
1425,32,1,1,1,0,0,0,0,0
1426,32,1,1,1,0,0,0,0,0
1427,23,1,1,1,0,0,0,0,0
1428,26,1,1,1,0,0,0,0,0
1429,37,1,1,1,0,0,0,0,0
1430,21,1,1,1,0,0,0,0,0
1431,35,1,1,1,0,0,0,0,0
1432,14,1,1,1,0,0,0,0,0
1433,4,1,1,1,0,0,0,0,0
1434,2,1,1,1,0,0,0,0,0
1435,10,1,1,1,0,0,0,0,0
1436,27,1,1,1,0,0,0,0,0
1437,1,1,1,1,0,0,0,0,0
1438,34,1,1,1,0,0,0,0,0
1439,32,1,1,1,0,0,0,0,0
1440,33,1,1,1,0,0,0,0,0
1441,20,1,1,1,0,0,0,0,0
1442,22,1,1,1,0,0,0,0,0
1443,32,1,1,1,0,0,0,0,0
1444,22,1,1,1,0,0,0,0,0
1445,6,1,1,1,0,0,0,0,0
1446,31,1,1,1,0,0,0,0,0
1447,23,1,1,1,0,0,0,0,0
1448,17,1,1,1,0,0,0,0,0
1449,8,1,1,1,0,0,0,0,0
1450,15,1,1,1,0,0,0,0,0
1451,16,1,1,1,0,0,0,0,0
1452,26,1,1,1,0,0,0,0,0
1453,19,1,1,1,0,0,0,0,0
1454,21,1,1,1,0,0,0,0,0
1455,30,1,1,1,0,0,0,0,0
1456,7,1,1,0,0,0,0,0,0
1457,5,1,1,0,0,0,0,0,0
1458,22,1,1,0,0,0,0,0,0
1459,14,1,1,0,0,0,0,0,0
1460,18,1,1,0,0,0,0,0,0
1461,3,1,1,0,0,0,0,0,0
1462,13,1,1,0,0,0,0,0,0
1463,7,1,1,0,0,0,0,0,0
1464,35,1,1,0,0,0,0,0,0
1465,31,1,1,0,0,0,0,0,0
1466,26,1,1,0,0,0,0,0,0
1467,1,1,1,0,0,0,0,0,0
1468,16,1,1,0,0,0,0,0,0
1469,15,1,1,0,0,0,0,0,0
1470,35,1,1,0,0,0,0,0,0
1471,17,1,1,0,0,0,0,0,0
1472,15,1,1,0,0,0,0,0,0
1473,2,1,1,0,0,0,0,0,0
1474,14,1,1,0,0,0,0,0,0
1475,30,1,1,0,0,0,0,0,0
1476,32,1,1,0,0,0,0,0,0
1477,31,1,1,0,0,0,0,0,0
1478,18,1,1,0,0,0,0,0,0
1479,25,1,1,0,0,0,0,0,0
1480,1,1,1,0,0,0,0,0,0
1481,3,1,1,0,0,0,0,0,0
1482,32,1,1,0,0,0,0,0,0
1483,18,1,1,0,0,0,0,0,0
1484,12,1,1,0,0,0,0,0,0
1485,31,1,1,0,0,0,0,0,0
1486,16,1,1,0,0,0,0,0,0
1487,11,1,1,0,0,0,0,0,0
1488,6,1,1,0,0,0,0,0,0
1489,26,1,1,0,0,0,0,0,0
1490,26,1,1,0,0,0,0,0,0
1491,15,1,1,0,0,0,0,0,0
1492,13,1,1,0,0,0,0,0,0
1493,26,1,1,0,0,0,0,0,0
1494,6,1,1,0,0,0,0,0,0
1495,32,1,1,0,0,0,0,0,0
1496,20,1,1,0,0,0,0,0,0
1497,1,1,1,0,0,0,0,0,0
1498,27,1,1,0,0,0,0,0,0
1499,2,1,1,0,0,0,0,0,0
1500,5,1,1,0,0,0,0,0,0
1501,33,1,1,0,0,0,0,0,0
1502,29,1,1,0,0,0,0,0,0
1503,2,1,1,0,0,0,0,0,0
1504,23,1,1,0,0,0,0,0,0
1505,7,1,1,0,0,0,0,0,0
1506,20,1,1,0,0,0,0,0,0
1507,22,1,1,0,0,0,0,0,0
1508,37,1,1,0,0,0,0,0,0
1509,1,1,1,0,0,0,0,0,0
1510,30,1,1,0,0,0,0,0,0
1511,13,1,1,0,0,0,0,0,0
1512,33,1,1,0,0,0,0,0,0
1513,30,1,1,0,0,0,0,0,0
1514,31,1,1,0,0,0,0,0,0
1515,29,1,1,0,0,0,0,0,0
1516,8,1,1,0,0,0,0,0,0
1517,9,1,1,0,0,0,0,0,0
1518,22,1,1,0,0,0,0,0,0
1519,27,1,1,0,0,0,0,0,0
1520,27,1,1,0,0,0,0,0,0
1521,10,1,1,0,0,0,0,0,0
1522,31,1,1,0,0,0,0,0,0
1523,4,1,1,0,0,0,0,0,0
1524,13,1,1,0,0,0,0,0,0
1525,1,1,1,0,0,0,0,0,0
1526,5,1,1,0,0,0,0,0,0
1527,15,1,1,0,0,0,0,0,0
1528,14,1,1,0,0,0,0,0,0
1529,11,1,1,0,0,0,0,0,0
1530,13,1,1,0,0,0,0,0,0
1531,19,1,1,0,0,0,0,0,0
1532,13,1,1,0,0,0,0,0,0
1533,34,1,1,0,0,0,0,0,0
1534,35,1,1,0,0,0,0,0,0
1535,4,1,1,0,0,0,0,0,0
1536,18,1,1,0,0,0,0,0,0
1537,9,1,1,0,0,0,0,0,0
1538,29,1,1,0,0,0,0,0,0
1539,37,1,1,0,0,0,0,0,0
1540,26,1,1,0,0,0,0,0,0
1541,37,1,1,0,0,0,0,0,0
1542,19,1,1,0,0,0,0,0,0
1543,17,1,1,0,0,0,0,0,0
1544,5,1,1,0,0,0,0,0,0
1545,4,1,1,0,0,0,0,0,0
1546,32,1,1,0,0,0,0,0,0
1547,30,1,1,0,0,0,0,0,0
1548,10,1,1,0,0,0,0,0,0
1549,14,1,1,0,0,0,0,0,0
1550,19,1,1,0,0,0,0,0,0
1551,28,1,1,0,0,0,0,0,0
1552,13,1,1,0,0,0,0,0,0
1553,14,1,1,0,0,0,0,0,0
1554,37,1,1,0,0,0,0,0,0
1555,18,1,1,0,0,0,0,0,0
1556,1,1,1,0,0,0,0,0,0
1557,22,1,1,0,0,0,0,0,0
1558,8,1,1,0,0,0,0,0,0
1559,32,1,1,0,0,0,0,0,0
1560,14,1,1,0,0,0,0,0,0
1561,8,1,1,0,0,0,0,0,0
1562,9,1,1,0,0,0,0,0,0
1563,15,1,1,0,0,0,0,0,0
1564,22,1,1,0,0,0,0,0,0
1565,16,1,1,0,0,0,0,0,0
1566,21,1,1,0,0,0,0,0,0
1567,16,1,1,0,0,0,0,0,0
1568,22,1,1,0,0,0,0,0,0
1569,16,1,1,0,0,0,0,0,0
1570,19,1,1,0,0,0,0,0,0
1571,26,1,1,0,0,0,0,0,0
1572,31,1,1,0,0,0,0,0,0
1573,25,1,1,0,0,0,0,0,0
1574,5,1,1,0,0,0,0,0,0
1575,37,1,1,0,0,0,0,0,0
1576,12,1,1,0,0,0,0,0,0
1577,23,1,1,0,0,0,0,0,0
1578,24,1,1,0,0,0,0,0,0
1579,15,1,1,0,0,0,0,0,0
1580,34,1,1,0,0,0,0,0,0
1581,16,1,1,0,0,0,0,0,0
1582,33,1,1,0,0,0,0,0,0
1583,29,1,1,0,0,0,0,0,0
1584,27,1,1,0,0,0,0,0,0
1585,35,1,1,0,0,0,0,0,0
1586,12,1,1,0,0,0,0,0,0
1587,3,1,1,0,0,0,0,0,0
1588,11,1,1,0,0,0,0,0,0
1589,19,1,1,0,0,0,0,0,0
1590,33,1,1,0,0,0,0,0,0
1591,33,1,1,0,0,0,0,0,0
1592,27,1,1,0,0,0,0,0,0
1593,13,1,1,0,0,0,0,0,0
1594,31,1,1,0,0,0,0,0,0
1595,5,1,1,0,0,0,0,0,0
1596,8,1,1,0,0,0,0,0,0
1597,18,1,1,0,0,0,0,0,0
1598,34,1,1,0,0,0,0,0,0
1599,28,1,1,0,0,0,0,0,0
1600,14,1,1,0,0,0,0,0,0
1601,31,1,1,0,0,0,0,0,0
1602,35,1,1,0,0,0,0,0,0
1603,8,1,1,0,0,0,0,0,0
1604,22,1,1,0,0,0,0,0,0
1605,36,1,1,0,0,0,0,0,0
1606,6,1,1,0,0,0,0,0,0
1607,21,1,1,0,0,0,0,0,0
1608,36,1,1,0,0,0,0,0,0
1609,23,1,1,0,0,0,0,0,0
1610,4,1,1,0,0,0,0,0,0
1611,12,1,1,0,0,0,0,0,0
1612,31,1,1,0,0,0,0,0,0
1613,22,1,1,0,0,0,0,0,0
1614,17,1,1,0,0,0,0,0,0
1615,18,1,1,0,0,0,0,0,0
1616,11,1,1,0,0,0,0,0,0
1617,21,1,1,0,0,0,0,0,0
1618,1,1,1,0,0,0,0,0,0
1619,23,1,1,0,0,0,0,0,0
1620,18,1,1,0,0,0,0,0,0
1621,18,1,1,0,0,0,0,0,0
1622,32,1,1,0,0,0,0,0,0
1623,20,1,1,0,0,0,0,0,0
1624,7,1,1,0,0,0,0,0,0
1625,37,1,1,0,0,0,0,0,0
1626,4,1,1,0,0,0,0,0,0
1627,34,1,1,0,0,0,0,0,0
1628,36,1,1,0,0,0,0,0,0
1629,22,1,1,0,0,0,0,0,0
1630,12,1,1,0,0,0,0,0,0
1631,7,1,1,0,0,0,0,0,0
1632,27,1,1,0,0,0,0,0,0
1633,3,1,1,0,0,0,0,0,0
1634,10,1,1,0,0,0,0,0,0
1635,24,1,1,0,0,0,0,0,0
1636,10,1,1,0,0,0,0,0,0
1637,23,1,1,0,0,0,0,0,0
1638,5,1,1,0,0,0,0,0,0
1639,11,1,1,0,0,0,0,0,0
1640,25,1,1,0,0,0,0,0,0
1641,5,1,1,0,0,0,0,0,0
1642,28,1,1,0,0,0,0,0,0
1643,4,1,1,0,0,0,0,0,0
1644,35,1,1,0,0,0,0,0,0
1645,3,1,1,0,0,0,0,0,0
1646,16,1,1,0,0,0,0,0,0
1647,21,1,1,0,0,0,0,0,0
1648,35,1,1,0,0,0,0,0,0
1649,9,1,1,0,0,0,0,0,0
1650,37,1,1,0,0,0,0,0,0
1651,2,1,1,0,0,0,0,0,0
1652,4,1,1,0,0,0,0,0,0
1653,2,1,1,0,0,0,0,0,0
1654,23,1,1,0,0,0,0,0,0
1655,15,1,1,0,0,0,0,0,0
1656,23,1,1,0,0,0,0,0,0
1657,35,1,1,0,0,0,0,0,0
1658,12,1,1,0,0,0,0,0,0
1659,5,1,1,0,0,0,0,0,0
1660,15,1,1,0,0,0,0,0,0
1661,8,1,1,0,0,0,0,0,0
1662,24,1,1,0,0,0,0,0,0
1663,12,1,1,0,0,0,0,0,0
1664,13,1,1,0,0,0,0,0,0
1665,15,1,1,0,0,0,0,0,0
1666,21,1,1,0,0,0,0,0,0
1667,5,1,1,0,0,0,0,0,0
1668,12,1,1,0,0,0,0,0,0
1669,20,1,1,0,0,0,0,0,0
1670,8,1,1,0,0,0,0,0,0
1671,15,1,1,0,0,0,0,0,0
1672,2,1,1,0,0,0,0,0,0
1673,1,1,1,0,0,0,0,0,0
1674,10,1,1,0,0,0,0,0,0
1675,37,1,1,0,0,0,0,0,0
1676,24,1,1,0,0,0,0,0,0
1677,8,1,1,0,0,0,0,0,0
1678,22,1,1,0,0,0,0,0,0
1679,30,1,1,0,0,0,0,0,0
1680,4,1,1,0,0,0,0,0,0
1681,18,1,1,0,0,0,0,0,0
1682,19,1,1,0,0,0,0,0,0
1683,17,1,1,0,0,0,0,0,0
1684,18,1,1,0,0,0,0,0,0
1685,11,1,1,0,0,0,0,0,0
1686,23,1,1,0,0,0,0,0,0
1687,20,1,1,0,0,0,0,0,0
1688,33,1,1,0,0,0,0,0,0
1689,3,1,1,0,0,0,0,0,0
1690,22,1,1,0,0,0,0,0,0
1691,14,1,1,0,0,0,0,0,0
1692,12,1,1,0,0,0,0,0,0
1693,7,1,1,0,0,0,0,0,0
1694,33,1,1,0,0,0,0,0,0
1695,27,1,1,0,0,0,0,0,0
1696,12,1,1,0,0,0,0,0,0
1697,9,1,1,0,0,0,0,0,0
1698,7,1,1,0,0,0,0,0,0
1699,8,1,1,0,0,0,0,0,0
1700,36,1,1,0,0,0,0,0,0
1701,12,1,1,0,0,0,0,0,0
1702,9,1,1,0,0,0,0,0,0
1703,29,1,1,0,0,0,0,0,0
1704,11,1,1,0,0,0,0,0,0
1705,20,1,1,0,0,0,0,0,0
1706,34,1,1,0,0,0,0,0,0
1707,9,1,1,0,0,0,0,0,0
1708,15,1,1,0,0,0,0,0,0
1709,24,1,1,0,0,0,0,0,0
1710,7,1,1,0,0,0,0,0,0
1711,35,1,1,0,0,0,0,0,0
1712,9,1,1,0,0,0,0,0,0
1713,32,1,1,0,0,0,0,0,0
1714,21,1,1,0,0,0,0,0,0
1715,8,1,1,0,0,0,0,0,0
1716,17,1,1,0,0,0,0,0,0
1717,34,1,1,0,0,0,0,0,0
1718,18,1,1,0,0,0,0,0,0
1719,31,1,1,0,0,0,0,0,0
1720,31,1,1,0,0,0,0,0,0
1721,37,1,1,0,0,0,0,0,0
1722,26,1,1,0,0,0,0,0,0
1723,25,1,1,0,0,0,0,0,0
1724,37,1,1,0,0,0,0,0,0
1725,19,1,1,0,0,0,0,0,0
1726,11,1,1,0,0,0,0,0,0
1727,19,1,1,0,0,0,0,0,0
1728,4,1,1,0,0,0,0,0,0
1729,24,1,1,0,0,0,0,0,0
1730,12,1,1,0,0,0,0,0,0
1731,18,1,1,0,0,0,0,0,0
1732,5,1,1,0,0,0,0,0,0
1733,14,1,1,0,0,0,0,0,0
1734,29,1,1,0,0,0,0,0,0
1735,13,1,1,0,0,0,0,0,0
1736,4,1,1,0,0,0,0,0,0
1737,27,1,1,0,0,0,0,0,0
1738,9,1,1,0,0,0,0,0,0
1739,25,1,1,0,0,0,0,0,0
1740,6,1,1,0,0,0,0,0,0
1741,33,1,1,0,0,0,0,0,0
1742,7,1,1,0,0,0,0,0,0
1743,28,1,1,0,0,0,0,0,0
1744,12,1,1,0,0,0,0,0,0
1745,16,1,1,0,0,0,0,0,0
1746,8,1,1,0,0,0,0,0,0
1747,16,1,1,0,0,0,0,0,0
1748,2,1,1,0,0,0,0,0,0
1749,29,1,1,0,0,0,0,0,0
1750,14,1,1,0,0,0,0,0,0
1751,12,1,1,0,0,0,0,0,0
1752,33,1,1,0,0,0,0,0,0
1753,37,1,1,0,0,0,0,0,0
1754,24,1,1,0,0,0,0,0,0
1755,26,1,1,0,0,0,0,0,0
1756,16,1,1,0,0,0,0,0,0
1757,7,1,1,0,0,0,0,0,0
1758,31,1,1,0,0,0,0,0,0
1759,30,1,0,0,0,0,0,0,0
1760,33,1,0,0,0,0,0,0,0
1761,26,1,0,0,0,0,0,0,0
1762,28,1,0,0,0,0,0,0,0
1763,2,1,0,0,0,0,0,0,0
1764,10,1,0,0,0,0,0,0,0
1765,5,1,0,0,0,0,0,0,0
1766,5,1,0,0,0,0,0,0,0
1767,31,1,0,0,0,0,0,0,0
1768,14,1,0,0,0,0,0,0,0
1769,12,1,0,0,0,0,0,0,0
1770,5,1,0,0,0,0,0,0,0
1771,22,1,0,0,0,0,0,0,0
1772,14,1,0,0,0,0,0,0,0
1773,17,1,0,0,0,0,0,0,0
1774,6,1,0,0,0,0,0,0,0
1775,29,1,0,0,0,0,0,0,0
1776,10,1,0,0,0,0,0,0,0
1777,29,1,0,0,0,0,0,0,0
1778,31,1,0,0,0,0,0,0,0
1779,3,1,0,0,0,0,0,0,0
1780,11,1,0,0,0,0,0,0,0
1781,1,1,0,0,0,0,0,0,0
1782,35,1,0,0,0,0,0,0,0
1783,14,1,0,0,0,0,0,0,0
1784,35,1,0,0,0,0,0,0,0
1785,13,1,0,0,0,0,0,0,0
1786,29,1,0,0,0,0,0,0,0
1787,4,1,0,0,0,0,0,0,0
1788,12,1,0,0,0,0,0,0,0
1789,36,1,0,0,0,0,0,0,0
1790,21,1,0,0,0,0,0,0,0
1791,13,1,0,0,0,0,0,0,0
1792,19,1,0,0,0,0,0,0,0
1793,26,1,0,0,0,0,0,0,0
1794,20,1,0,0,0,0,0,0,0
1795,25,1,0,0,0,0,0,0,0
1796,34,1,0,0,0,0,0,0,0
1797,2,1,0,0,0,0,0,0,0
1798,19,1,0,0,0,0,0,0,0
1799,34,1,0,0,0,0,0,0,0
1800,15,1,0,0,0,0,0,0,0
1801,14,1,0,0,0,0,0,0,0
1802,5,1,0,0,0,0,0,0,0
1803,33,1,0,0,0,0,0,0,0
1804,31,1,0,0,0,0,0,0,0
1805,1,1,0,0,0,0,0,0,0
1806,35,1,0,0,0,0,0,0,0
1807,21,1,0,0,0,0,0,0,0
1808,1,1,0,0,0,0,0,0,0
1809,31,1,0,0,0,0,0,0,0
1810,26,1,0,0,0,0,0,0,0
1811,18,1,0,0,0,0,0,0,0
1812,12,1,0,0,0,0,0,0,0
1813,1,1,0,0,0,0,0,0,0
1814,21,1,0,0,0,0,0,0,0
1815,3,1,0,0,0,0,0,0,0
1816,14,1,0,0,0,0,0,0,0
1817,14,1,0,0,0,0,0,0,0
1818,19,1,0,0,0,0,0,0,0
1819,31,1,0,0,0,0,0,0,0
1820,31,1,0,0,0,0,0,0,0
1821,19,1,0,0,0,0,0,0,0
1822,24,1,0,0,0,0,0,0,0
1823,11,1,0,0,0,0,0,0,0
1824,4,1,0,0,0,0,0,0,0
1825,31,1,0,0,0,0,0,0,0
1826,12,1,0,0,0,0,0,0,0
1827,25,1,0,0,0,0,0,0,0
1828,18,1,0,0,0,0,0,0,0
1829,10,1,0,0,0,0,0,0,0
1830,13,1,0,0,0,0,0,0,0
1831,22,1,0,0,0,0,0,0,0
1832,20,1,0,0,0,0,0,0,0
1833,20,1,0,0,0,0,0,0,0
1834,28,1,0,0,0,0,0,0,0
1835,17,1,0,0,0,0,0,0,0
1836,4,1,0,0,0,0,0,0,0
1837,4,1,0,0,0,0,0,0,0
1838,18,1,0,0,0,0,0,0,0
1839,32,1,0,0,0,0,0,0,0
1840,33,1,0,0,0,0,0,0,0
1841,34,1,0,0,0,0,0,0,0
1842,34,1,0,0,0,0,0,0,0
1843,13,1,0,0,0,0,0,0,0
1844,33,1,0,0,0,0,0,0,0
1845,17,1,0,0,0,0,0,0,0
1846,9,1,0,0,0,0,0,0,0
1847,23,1,0,0,0,0,0,0,0
1848,16,1,0,0,0,0,0,0,0
1849,16,1,0,0,0,0,0,0,0
1850,26,1,0,0,0,0,0,0,0
1851,21,1,0,0,0,0,0,0,0
1852,34,1,0,0,0,0,0,0,0
1853,19,1,0,0,0,0,0,0,0
1854,1,1,0,0,0,0,0,0,0
1855,31,1,0,0,0,0,0,0,0
1856,20,1,0,0,0,0,0,0,0
1857,13,1,0,0,0,0,0,0,0
1858,3,1,0,0,0,0,0,0,0
1859,11,1,0,0,0,0,0,0,0
1860,33,1,0,0,0,0,0,0,0
1861,35,1,0,0,0,0,0,0,0
1862,11,1,0,0,0,0,0,0,0
1863,33,1,0,0,0,0,0,0,0
1864,23,1,0,0,0,0,0,0,0
1865,1,1,0,0,0,0,0,0,0
1866,33,1,0,0,0,0,0,0,0
1867,15,1,0,0,0,0,0,0,0
1868,8,1,0,0,0,0,0,0,0
1869,9,1,0,0,0,0,0,0,0
1870,24,1,0,0,0,0,0,0,0
1871,7,1,0,0,0,0,0,0,0
1872,5,1,0,0,0,0,0,0,0
1873,16,1,0,0,0,0,0,0,0
1874,26,1,0,0,0,0,0,0,0
1875,27,1,0,0,0,0,0,0,0
1876,9,1,0,0,0,0,0,0,0
1877,9,1,0,0,0,0,0,0,0
1878,16,1,0,0,0,0,0,0,0
1879,1,1,0,0,0,0,0,0,0
1880,22,1,0,0,0,0,0,0,0
1881,26,1,0,0,0,0,0,0,0
1882,37,1,0,0,0,0,0,0,0
1883,2,1,0,0,0,0,0,0,0
1884,27,1,0,0,0,0,0,0,0
1885,27,1,0,0,0,0,0,0,0
1886,1,1,0,0,0,0,0,0,0
1887,18,1,0,0,0,0,0,0,0
1888,23,1,0,0,0,0,0,0,0
1889,29,1,0,0,0,0,0,0,0
1890,7,1,0,0,0,0,0,0,0
1891,27,1,0,0,0,0,0,0,0
1892,9,1,0,0,0,0,0,0,0
1893,32,1,0,0,0,0,0,0,0
1894,25,1,0,0,0,0,0,0,0
1895,34,1,0,0,0,0,0,0,0
1896,15,1,0,0,0,0,0,0,0
1897,13,1,0,0,0,0,0,0,0
1898,9,1,0,0,0,0,0,0,0
1899,20,1,0,0,0,0,0,0,0
1900,30,1,0,0,0,0,0,0,0
1901,25,1,0,0,0,0,0,0,0
1902,23,1,0,0,0,0,0,0,0
1903,9,1,0,0,0,0,0,0,0
1904,4,1,0,0,0,0,0,0,0
1905,20,1,0,0,0,0,0,0,0
1906,13,1,0,0,0,0,0,0,0
1907,4,1,0,0,0,0,0,0,0
1908,13,1,0,0,0,0,0,0,0
1909,27,1,0,0,0,0,0,0,0
1910,25,1,0,0,0,0,0,0,0
1911,26,1,0,0,0,0,0,0,0
1912,30,1,0,0,0,0,0,0,0
1913,22,1,0,0,0,0,0,0,0
1914,22,1,0,0,0,0,0,0,0
1915,32,1,0,0,0,0,0,0,0
1916,17,1,0,0,0,0,0,0,0
1917,26,1,0,0,0,0,0,0,0
1918,30,1,0,0,0,0,0,0,0
1919,10,1,0,0,0,0,0,0,0
1920,34,1,0,0,0,0,0,0,0
1921,1,1,0,0,0,0,0,0,0
1922,26,1,0,0,0,0,0,0,0
1923,24,1,0,0,0,0,0,0,0
1924,14,1,0,0,0,0,0,0,0
1925,7,1,0,0,0,0,0,0,0
1926,8,1,0,0,0,0,0,0,0
1927,27,1,0,0,0,0,0,0,0
1928,34,1,0,0,0,0,0,0,0
1929,4,1,0,0,0,0,0,0,0
1930,3,1,0,0,0,0,0,0,0
1931,31,1,0,0,0,0,0,0,0
1932,20,1,0,0,0,0,0,0,0
1933,10,1,0,0,0,0,0,0,0
1934,1,1,0,0,0,0,0,0,0
1935,30,1,0,0,0,0,0,0,0
1936,6,1,0,0,0,0,0,0,0
1937,21,1,0,0,0,0,0,0,0
1938,29,1,0,0,0,0,0,0,0
1939,36,1,0,0,0,0,0,0,0
1940,10,1,0,0,0,0,0,0,0
1941,36,1,0,0,0,0,0,0,0
1942,30,1,0,0,0,0,0,0,0
1943,36,1,0,0,0,0,0,0,0
1944,15,1,0,0,0,0,0,0,0
1945,21,1,0,0,0,0,0,0,0
1946,27,1,0,0,0,0,0,0,0
1947,23,1,0,0,0,0,0,0,0
1948,15,1,0,0,0,0,0,0,0
1949,13,1,0,0,0,0,0,0,0
1950,24,1,0,0,0,0,0,0,0
1951,32,1,0,0,0,0,0,0,0
1952,27,1,0,0,0,0,0,0,0
1953,18,1,0,0,0,0,0,0,0
1954,1,1,0,0,0,0,0,0,0
1955,16,1,0,0,0,0,0,0,0
1956,19,1,0,0,0,0,0,0,0
1957,20,1,0,0,0,0,0,0,0
1958,4,1,0,0,0,0,0,0,0
1959,20,1,0,0,0,0,0,0,0
1960,15,1,0,0,0,0,0,0,0
1961,1,1,0,0,0,0,0,0,0
1962,24,1,0,0,0,0,0,0,0
1963,22,1,0,0,0,0,0,0,0
1964,35,1,0,0,0,0,0,0,0
1965,35,1,0,0,0,0,0,0,0
1966,11,1,0,0,0,0,0,0,0
1967,24,1,0,0,0,0,0,0,0
1968,15,1,0,0,0,0,0,0,0
1969,34,1,0,0,0,0,0,0,0
1970,7,1,0,0,0,0,0,0,0
1971,33,1,0,0,0,0,0,0,0
1972,16,1,0,0,0,0,0,0,0
1973,32,1,0,0,0,0,0,0,0
1974,18,1,0,0,0,0,0,0,0
1975,15,1,0,0,0,0,0,0,0
1976,19,1,0,0,0,0,0,0,0
1977,32,1,0,0,0,0,0,0,0
1978,25,1,0,0,0,0,0,0,0
1979,35,1,0,0,0,0,0,0,0
1980,2,1,0,0,0,0,0,0,0
1981,27,1,0,0,0,0,0,0,0
1982,2,1,0,0,0,0,0,0,0
1983,24,1,0,0,0,0,0,0,0
1984,22,1,0,0,0,0,0,0,0
1985,3,1,0,0,0,0,0,0,0
1986,20,1,0,0,0,0,0,0,0
1987,34,1,0,0,0,0,0,0,0
1988,16,1,0,0,0,0,0,0,0
1989,11,1,0,0,0,0,0,0,0
1990,17,1,0,0,0,0,0,0,0
1991,19,1,0,0,0,0,0,0,0
1992,24,1,0,0,0,0,0,0,0
1993,35,1,0,0,0,0,0,0,0
1994,33,1,0,0,0,0,0,0,0
1995,18,1,0,0,0,0,0,0,0
1996,33,1,0,0,0,0,0,0,0
1997,6,1,0,0,0,0,0,0,0
1998,17,1,0,0,0,0,0,0,0
1999,13,1,0,0,0,0,0,0,0
2000,29,1,0,0,0,0,0,0,0
2001,19,1,0,0,0,0,0,0,0
2002,2,1,0,0,0,0,0,0,0
2003,8,1,0,0,0,0,0,0,0
2004,9,1,0,0,0,0,0,0,0
2005,13,1,0,0,0,0,0,0,0
2006,1,1,0,0,0,0,0,0,0
2007,7,1,0,0,0,0,0,0,0
2008,20,1,0,0,0,0,0,0,0
2009,9,1,0,0,0,0,0,0,0
2010,25,1,0,0,0,0,0,0,0
2011,2,1,0,0,0,0,0,0,0
2012,22,1,0,0,0,0,0,0,0
2013,13,1,0,0,0,0,0,0,0
2014,12,1,0,0,0,0,0,0,0
2015,17,1,0,0,0,0,0,0,0
2016,6,1,0,0,0,0,0,0,0
2017,18,1,0,0,0,0,0,0,0
2018,36,1,0,0,0,0,0,0,0
2019,31,1,0,0,0,0,0,0,0
2020,9,1,0,0,0,0,0,0,0
2021,14,1,0,0,0,0,0,0,0
2022,6,1,0,0,0,0,0,0,0
2023,4,1,0,0,0,0,0,0,0
2024,21,1,0,0,0,0,0,0,0
2025,30,1,0,0,0,0,0,0,0
2026,19,1,0,0,0,0,0,0,0
2027,25,1,0,0,0,0,0,0,0
2028,14,1,0,0,0,0,0,0,0
2029,15,1,0,0,0,0,0,0,0
2030,1,1,0,0,0,0,0,0,0
2031,1,1,0,0,0,0,0,0,0
2032,24,1,0,0,0,0,0,0,0
2033,14,1,0,0,0,0,0,0,0
